position3.dat
 17.122		-9.32844	6.4935	a-0 :  
 1.85398	-18.4285	6.14586	a-1 :  
-14.9937	-9.36294	6.21955	a-2 :  
-16.0226	8.45096		6.27051	a-3 :  
-0.299047	18.3958		6.16036	a-4 :  
 16.457		8.87459		6.47486	a-5 :  
 20.8125	-12.0103	17.6726	b-0 :  
 2.23313	-24.0371	17.3717	b-1 :  
-18.0346	-11.6527	17.5558	b-2 :  
-19.8236	11.2514		17.5864	b-3 :  
-0.545121	23.8623		17.3535	b-4 :  
 20.2485	11.677		17.6654	b-5 :  
 21.1291	-12.1476	31.5135	c-0 :  
 2.25893	-24.8802	31.5668	c-1 :  
-18.5003	-12.0801	31.5224	c-2 :  
-20.3832	11.528		31.7086	c-3 :  
-0.631283	24.7261		31.4713	c-4 :  
 20.48		11.8678		31.5136	c-5 :  
 22.071		-12.8225	47.4571	d-0 :  
 2.01143	-26.4116	47.5632	d-1 :  
-19.8312	-13.0408	47.7865	d-2 :  
-21.7325	12.1759		47.6863	d-3 :  
-0.878556	26.1515		47.6544	d-4 :  
 21.4144	12.5428		47.5352	d-5 :  
 21.9985	-13.1434	66.0725	e-0 :  
 1.79789	-27.2773	66.1092	e-1 :  
-20.824		-14.106		66.3111	e-2 :  
-22.2451	12.4674		66.287	e-3 :  
-0.980268	27.1374		66.1139	e-4 :  
 21.5209	13.1468		66.1494	e-5 :  
 22.051		-13.1629	82.9102	f-0 :  
 1.62684	-27.3292	82.9514	f-1 :  
-20.8656	-14.3997	82.8828	f-2 :  
-22.2161	12.4723		82.8902	f-3 :  
-0.841485	27.163		82.9115	f-4 :  
 21.4429	13.2787		82.9278	f-5 :  
